ID,Date,IngredientName,Stock
590,2021-02-15 23:04:42.082296,mushroom,47
591,2021-02-15 23:04:42.082296,tomato,67
592,2021-02-15 23:04:42.082296,egg,4
593,2021-02-15 23:04:42.082296,beef,47
594,2021-02-14 23:04:42.082296,chicken,105
595,2021-02-14 23:04:42.082296,bread,117
596,2021-02-14 23:04:42.082296,lettuce,298
597,2021-02-14 23:04:42.082296,potato,203
598,2021-02-14 23:04:42.082296,carotte,41
599,2021-02-14 23:04:42.082296,rice,203
600,2021-02-14 23:04:42.082296,pork,186
601,2021-02-14 23:04:42.082296,mushroom,172
602,2021-02-14 23:04:42.082296,tomato,3
603,2021-02-14 23:04:42.082296,egg,251
604,2021-02-14 23:04:42.082296,beef,5
605,2021-02-13 23:04:42.082296,chicken,285
606,2021-02-13 23:04:42.082296,bread,184
607,2021-02-13 23:04:42.082296,lettuce,222
608,2021-02-13 23:04:42.082296,potato,22
609,2021-02-13 23:04:42.082296,carotte,177
610,2021-02-13 23:04:42.082296,rice,296
611,2021-02-13 23:04:42.082296,pork,21
612,2021-02-13 23:04:42.082296,mushroom,246
613,2021-02-13 23:04:42.082296,tomato,237
614,2021-02-13 23:04:42.082296,egg,3
615,2021-02-13 23:04:42.082296,beef,142
616,2021-02-12 23:04:42.082296,chicken,273
617,2021-02-12 23:04:42.082296,bread,36
618,2021-02-12 23:04:42.082296,lettuce,40
619,2021-02-12 23:04:42.082296,potato,219
620,2021-02-12 23:04:42.082296,carotte,131
621,2021-02-12 23:04:42.082296,rice,119
622,2021-02-12 23:04:42.082296,pork,32
623,2021-02-12 23:04:42.082296,mushroom,170
624,2021-02-12 23:04:42.082296,tomato,231
625,2021-02-12 23:04:42.082296,egg,238
626,2021-02-12 23:04:42.082296,beef,153
627,2021-02-11 23:04:42.082296,chicken,198
628,2021-02-11 23:04:42.082296,bread,246
629,2021-02-11 23:04:42.082296,lettuce,55
630,2021-02-11 23:04:42.082296,potato,141
631,2021-02-11 23:04:42.082296,carotte,118
632,2021-02-11 23:04:42.082296,rice,14
633,2021-02-11 23:04:42.082296,pork,36
634,2021-02-11 23:04:42.082296,mushroom,182
635,2021-02-11 23:04:42.082296,tomato,135
636,2021-02-11 23:04:42.082296,egg,213
637,2021-02-11 23:04:42.082296,beef,167
638,2021-02-10 23:04:42.082296,chicken,158
639,2021-02-10 23:04:42.082296,bread,126
640,2021-02-10 23:04:42.082296,lettuce,158
641,2021-02-10 23:04:42.082296,potato,68
642,2021-02-10 23:04:42.082296,carotte,56
643,2021-02-10 23:04:42.082296,rice,131
644,2021-02-10 23:04:42.082296,pork,244
645,2021-02-10 23:04:42.082296,mushroom,200
646,2021-02-10 23:04:42.082296,tomato,112
647,2021-02-10 23:04:42.082296,egg,67
648,2021-02-10 23:04:42.082296,beef,106
649,2021-02-09 23:04:42.082296,chicken,94
650,2021-02-09 23:04:42.082296,bread,230
651,2021-02-09 23:04:42.082296,lettuce,192
652,2021-02-09 23:04:42.082296,potato,164
653,2021-02-09 23:04:42.082296,carotte,31
654,2021-02-09 23:04:42.082296,rice,236
655,2021-02-09 23:04:42.082296,pork,265
656,2021-02-09 23:04:42.082296,mushroom,1
657,2021-02-09 23:04:42.082296,tomato,12
658,2021-02-09 23:04:42.082296,egg,164
659,2021-02-09 23:04:42.082296,beef,183
660,2021-02-08 23:04:42.082296,chicken,236
661,2021-02-08 23:04:42.082296,bread,279
662,2021-02-08 23:04:42.082296,lettuce,169
663,2021-02-08 23:04:42.082296,potato,233
664,2021-02-08 23:04:42.082296,carotte,237
665,2021-02-08 23:04:42.082296,rice,233
666,2021-02-08 23:04:42.082296,pork,190
667,2021-02-08 23:04:42.082296,mushroom,270
668,2021-02-08 23:04:42.082296,tomato,249
669,2021-02-08 23:04:42.082296,egg,255
670,2021-02-08 23:04:42.082296,beef,94
671,2021-02-07 23:04:42.082296,chicken,158
672,2021-02-07 23:04:42.082296,bread,185
673,2021-02-07 23:04:42.082296,lettuce,190
674,2021-02-07 23:04:42.082296,potato,46
675,2021-02-07 23:04:42.082296,carotte,294
676,2021-02-07 23:04:42.082296,rice,241
677,2021-02-07 23:04:42.082296,pork,90
678,2021-02-07 23:04:42.082296,mushroom,42
679,2021-02-07 23:04:42.082296,tomato,91
680,2021-02-07 23:04:42.082296,egg,34
681,2021-02-07 23:04:42.082296,beef,83
682,2021-02-06 23:04:42.082296,chicken,62
683,2021-02-06 23:04:42.082296,bread,135
684,2021-02-06 23:04:42.082296,lettuce,262
685,2021-02-06 23:04:42.082296,potato,286
686,2021-02-06 23:04:42.082296,carotte,240
687,2021-02-06 23:04:42.082296,rice,92
688,2021-02-06 23:04:42.082296,pork,150
689,2021-02-06 23:04:42.082296,mushroom,116
690,2021-02-06 23:04:42.082296,tomato,137
691,2021-02-06 23:04:42.082296,egg,163
692,2021-02-06 23:04:42.082296,beef,278
693,2021-02-05 23:04:42.082296,chicken,20
694,2021-02-05 23:04:42.082296,bread,77
695,2021-02-05 23:04:42.082296,lettuce,192
696,2021-02-05 23:04:42.082296,potato,239
697,2021-02-05 23:04:42.082296,carotte,88
698,2021-02-05 23:04:42.082296,rice,231
699,2021-02-05 23:04:42.082296,pork,90
700,2021-02-05 23:04:42.082296,mushroom,128
701,2021-02-05 23:04:42.082296,tomato,149
702,2021-02-05 23:04:42.082296,egg,213
703,2021-02-05 23:04:42.082296,beef,156
704,2021-02-04 23:04:42.082296,chicken,84
705,2021-02-04 23:04:42.082296,bread,12
706,2021-02-04 23:04:42.082296,lettuce,282
707,2021-02-04 23:04:42.082296,potato,93
708,2021-02-04 23:04:42.082296,carotte,138
709,2021-02-04 23:04:42.082296,rice,98
710,2021-02-04 23:04:42.082296,pork,210
711,2021-02-04 23:04:42.082296,mushroom,262
712,2021-02-04 23:04:42.082296,tomato,12
713,2021-02-04 23:04:42.082296,egg,81
714,2021-02-04 23:04:42.082296,beef,57
715,2021-02-03 23:04:42.082296,chicken,136
716,2021-02-03 23:04:42.082296,bread,234
717,2021-02-03 23:04:42.082296,lettuce,146
718,2021-02-03 23:04:42.082296,potato,232
719,2021-02-03 23:04:42.082296,carotte,235
720,2021-02-03 23:04:42.082296,rice,59
721,2021-02-03 23:04:42.082296,pork,259
722,2021-02-03 23:04:42.082296,mushroom,9
723,2021-02-03 23:04:42.082296,tomato,177
724,2021-02-03 23:04:42.082296,egg,77
725,2021-02-03 23:04:42.082296,beef,137
726,2021-02-02 23:04:42.082296,chicken,140
727,2021-02-02 23:04:42.082296,bread,126
728,2021-02-02 23:04:42.082296,lettuce,53
729,2021-02-02 23:04:42.082296,potato,250
730,2021-02-02 23:04:42.082296,carotte,138
731,2021-02-02 23:04:42.082296,rice,277
732,2021-02-02 23:04:42.082296,pork,202
733,2021-02-02 23:04:42.082296,mushroom,101
734,2021-02-02 23:04:42.082296,tomato,12
735,2021-02-02 23:04:42.082296,egg,181
736,2021-02-02 23:04:42.082296,beef,265
737,2021-02-01 23:04:42.082296,chicken,178
738,2021-02-01 23:04:42.082296,bread,190
739,2021-02-01 23:04:42.082296,lettuce,74
740,2021-02-01 23:04:42.082296,potato,112
741,2021-02-01 23:04:42.082296,carotte,100
742,2021-02-01 23:04:42.082296,rice,223
743,2021-02-01 23:04:42.082296,pork,196
744,2021-02-01 23:04:42.082296,mushroom,284
745,2021-02-01 23:04:42.082296,tomato,52
746,2021-02-01 23:04:42.082296,egg,298
747,2021-02-01 23:04:42.082296,beef,296
748,2021-01-31 23:04:42.082296,chicken,22
749,2021-01-31 23:04:42.082296,bread,37
750,2021-01-31 23:04:42.082296,lettuce,178
751,2021-01-31 23:04:42.082296,potato,84
752,2021-01-31 23:04:42.082296,carotte,2
753,2021-01-31 23:04:42.082296,rice,202
754,2021-01-31 23:04:42.082296,pork,100
755,2021-01-31 23:04:42.082296,mushroom,201
756,2021-01-31 23:04:42.082296,tomato,135
757,2021-01-31 23:04:42.082296,egg,253
758,2021-01-31 23:04:42.082296,beef,80
759,2021-01-30 23:04:42.082296,chicken,177
760,2021-01-30 23:04:42.082296,bread,59
761,2021-01-30 23:04:42.082296,lettuce,252
762,2021-01-30 23:04:42.082296,potato,155
763,2021-01-30 23:04:42.082296,carotte,120
764,2021-01-30 23:04:42.082296,rice,51
765,2021-01-30 23:04:42.082296,pork,157
766,2021-01-30 23:04:42.082296,mushroom,290
767,2021-01-30 23:04:42.082296,tomato,199
768,2021-01-30 23:04:42.082296,egg,180
769,2021-01-30 23:04:42.082296,beef,32
770,2021-01-29 23:04:42.082296,chicken,254
771,2021-01-29 23:04:42.082296,bread,290
772,2021-01-29 23:04:42.082296,lettuce,151
773,2021-01-29 23:04:42.082296,potato,260
774,2021-01-29 23:04:42.082296,carotte,74
775,2021-01-29 23:04:42.082296,rice,169
776,2021-01-29 23:04:42.082296,pork,148
777,2021-01-29 23:04:42.082296,mushroom,84
778,2021-01-29 23:04:42.082296,tomato,116
779,2021-01-29 23:04:42.082296,egg,106
780,2021-01-29 23:04:42.082296,beef,91
781,2021-01-28 23:04:42.082296,chicken,96
782,2021-01-28 23:04:42.082296,bread,95
783,2021-01-28 23:04:42.082296,lettuce,238
784,2021-01-28 23:04:42.082296,potato,225
785,2021-01-28 23:04:42.082296,carotte,229
786,2021-01-28 23:04:42.082296,rice,2
787,2021-01-28 23:04:42.082296,pork,49
788,2021-01-28 23:04:42.082296,mushroom,143
789,2021-01-28 23:04:42.082296,tomato,39
790,2021-01-28 23:04:42.082296,egg,167
791,2021-01-28 23:04:42.082296,beef,32
792,2021-01-27 23:04:42.082296,chicken,192
793,2021-01-27 23:04:42.082296,bread,102
794,2021-01-27 23:04:42.082296,lettuce,202
795,2021-01-27 23:04:42.082296,potato,146
796,2021-01-27 23:04:42.082296,carotte,53
797,2021-01-27 23:04:42.082296,rice,284
798,2021-01-27 23:04:42.082296,pork,32
799,2021-01-27 23:04:42.082296,mushroom,43
800,2021-01-27 23:04:42.082296,tomato,264
801,2021-01-27 23:04:42.082296,egg,127
802,2021-01-27 23:04:42.082296,beef,119
803,2021-01-26 23:04:42.082296,chicken,216
804,2021-01-26 23:04:42.082296,bread,282
805,2021-01-26 23:04:42.082296,lettuce,107
806,2021-01-26 23:04:42.082296,potato,114
807,2021-01-26 23:04:42.082296,carotte,10
808,2021-01-26 23:04:42.082296,rice,159
809,2021-01-26 23:04:42.082296,pork,295
810,2021-01-26 23:04:42.082296,mushroom,280
811,2021-01-26 23:04:42.082296,tomato,46
812,2021-01-26 23:04:42.082296,egg,79
813,2021-01-26 23:04:42.082296,beef,241
814,2021-01-25 23:04:42.082296,chicken,64
815,2021-01-25 23:04:42.082296,bread,219
816,2021-01-25 23:04:42.082296,lettuce,266
817,2021-01-25 23:04:42.082296,potato,153
818,2021-01-25 23:04:42.082296,carotte,77
819,2021-01-25 23:04:42.082296,rice,258
820,2021-01-25 23:04:42.082296,pork,24
821,2021-01-25 23:04:42.082296,mushroom,242
822,2021-01-25 23:04:42.082296,tomato,258
823,2021-01-25 23:04:42.082296,egg,162
824,2021-01-25 23:04:42.082296,beef,107
825,2021-01-24 23:04:42.082296,chicken,205
826,2021-01-24 23:04:42.082296,bread,218
827,2021-01-24 23:04:42.082296,lettuce,227
828,2021-01-24 23:04:42.082296,potato,107
829,2021-01-24 23:04:42.082296,carotte,243
830,2021-01-24 23:04:42.082296,rice,211
831,2021-01-24 23:04:42.082296,pork,163
832,2021-01-24 23:04:42.082296,mushroom,81
833,2021-01-24 23:04:42.082296,tomato,112
834,2021-01-24 23:04:42.082296,egg,165
835,2021-01-24 23:04:42.082296,beef,239
836,2021-01-23 23:04:42.082296,chicken,63
837,2021-01-23 23:04:42.082296,bread,203
838,2021-01-23 23:04:42.082296,lettuce,125
839,2021-01-23 23:04:42.082296,potato,155
840,2021-01-23 23:04:42.082296,carotte,21
841,2021-01-23 23:04:42.082296,rice,189
842,2021-01-23 23:04:42.082296,pork,167
843,2021-01-23 23:04:42.082296,mushroom,213
844,2021-01-23 23:04:42.082296,tomato,151
845,2021-01-23 23:04:42.082296,egg,289
846,2021-01-23 23:04:42.082296,beef,207
847,2021-01-22 23:04:42.082296,chicken,143
848,2021-01-22 23:04:42.082296,bread,63
849,2021-01-22 23:04:42.082296,lettuce,271
850,2021-01-22 23:04:42.082296,potato,242
851,2021-01-22 23:04:42.082296,carotte,227
852,2021-01-22 23:04:42.082296,rice,156
853,2021-01-22 23:04:42.082296,pork,76
854,2021-01-22 23:04:42.082296,mushroom,103
855,2021-01-22 23:04:42.082296,tomato,52
856,2021-01-22 23:04:42.082296,egg,53
857,2021-01-22 23:04:42.082296,beef,165
858,2021-01-21 23:04:42.082296,chicken,25
859,2021-01-21 23:04:42.082296,bread,63
860,2021-01-21 23:04:42.082296,lettuce,123
861,2021-01-21 23:04:42.082296,potato,288
862,2021-01-21 23:04:42.082296,carotte,270
863,2021-01-21 23:04:42.082296,rice,131
864,2021-01-21 23:04:42.082296,pork,47
865,2021-01-21 23:04:42.082296,mushroom,244
866,2021-01-21 23:04:42.082296,tomato,99
867,2021-01-21 23:04:42.082296,egg,163
868,2021-01-21 23:04:42.082296,beef,11
869,2021-01-20 23:04:42.082296,chicken,167
870,2021-01-20 23:04:42.082296,bread,100
871,2021-01-20 23:04:42.082296,lettuce,212
872,2021-01-20 23:04:42.082296,potato,119
873,2021-01-20 23:04:42.082296,carotte,136
874,2021-01-20 23:04:42.082296,rice,282
875,2021-01-20 23:04:42.082296,pork,155
876,2021-01-20 23:04:42.082296,mushroom,148
877,2021-01-20 23:04:42.082296,tomato,49
878,2021-01-20 23:04:42.082296,egg,70
879,2021-01-20 23:04:42.082296,beef,47
880,2021-01-19 23:04:42.082296,chicken,16
881,2021-01-19 23:04:42.082296,bread,85
882,2021-01-19 23:04:42.082296,lettuce,230
883,2021-01-19 23:04:42.082296,potato,111
884,2021-01-19 23:04:42.082296,carotte,79
885,2021-01-19 23:04:42.082296,rice,189
886,2021-01-19 23:04:42.082296,pork,10
887,2021-01-19 23:04:42.082296,mushroom,13
888,2021-01-19 23:04:42.082296,tomato,244
889,2021-01-19 23:04:42.082296,egg,140
890,2021-01-19 23:04:42.082296,beef,288
891,2021-01-18 23:04:42.082296,chicken,237
892,2021-01-18 23:04:42.082296,bread,100
893,2021-01-18 23:04:42.082296,lettuce,253
894,2021-01-18 23:04:42.082296,potato,205
895,2021-01-18 23:04:42.082296,carotte,21
896,2021-01-18 23:04:42.082296,rice,85
897,2021-01-18 23:04:42.082296,pork,208
898,2021-01-18 23:04:42.082296,mushroom,115
899,2021-01-18 23:04:42.082296,tomato,61
900,2021-01-18 23:04:42.082296,egg,83
901,2021-01-18 23:04:42.082296,beef,59
902,2021-01-17 23:04:42.082296,chicken,296
903,2021-01-17 23:04:42.082296,bread,43
904,2021-01-17 23:04:42.082296,lettuce,67
905,2021-01-17 23:04:42.082296,potato,246
906,2021-01-17 23:04:42.082296,carotte,264
907,2021-01-17 23:04:42.082296,rice,242
908,2021-01-17 23:04:42.082296,pork,45
909,2021-01-17 23:04:42.082296,mushroom,90
910,2021-01-17 23:04:42.082296,tomato,41
911,2021-01-17 23:04:42.082296,egg,105
912,2021-01-17 23:04:42.082296,beef,292
913,2021-01-16 23:04:42.082296,chicken,217
914,2021-01-16 23:04:42.082296,bread,173
915,2021-01-16 23:04:42.082296,lettuce,145
916,2021-01-16 23:04:42.082296,potato,52
917,2021-01-16 23:04:42.082296,carotte,115
918,2021-01-16 23:04:42.082296,rice,194
919,2021-01-16 23:04:42.082296,pork,285
920,2021-01-16 23:04:42.082296,mushroom,119
921,2021-01-16 23:04:42.082296,tomato,287
922,2021-01-16 23:04:42.082296,egg,214
923,2021-01-16 23:04:42.082296,beef,181
924,2021-01-15 23:04:42.082296,chicken,159
925,2021-01-15 23:04:42.082296,bread,230
926,2021-01-15 23:04:42.082296,lettuce,230
927,2021-01-15 23:04:42.082296,potato,5
928,2021-01-15 23:04:42.082296,carotte,282
929,2021-01-15 23:04:42.082296,rice,166
930,2021-01-15 23:04:42.082296,pork,40
931,2021-01-15 23:04:42.082296,mushroom,109
932,2021-01-15 23:04:42.082296,tomato,40
933,2021-01-15 23:04:42.082296,egg,262
934,2021-01-15 23:04:42.082296,beef,205
935,2021-01-14 23:04:42.082296,chicken,29
936,2021-01-14 23:04:42.082296,bread,5
937,2021-01-14 23:04:42.082296,lettuce,2
938,2021-01-14 23:04:42.082296,potato,180
939,2021-01-14 23:04:42.082296,carotte,33
940,2021-01-14 23:04:42.082296,rice,144
941,2021-01-14 23:04:42.082296,pork,7
942,2021-01-14 23:04:42.082296,mushroom,191
943,2021-01-14 23:04:42.082296,tomato,163
944,2021-01-14 23:04:42.082296,egg,58
945,2021-01-14 23:04:42.082296,beef,132
946,2021-01-13 23:04:42.082296,chicken,29
947,2021-01-13 23:04:42.082296,bread,117
948,2021-01-13 23:04:42.082296,lettuce,182
949,2021-01-13 23:04:42.082296,potato,106
950,2021-01-13 23:04:42.082296,carotte,74
951,2021-01-13 23:04:42.082296,rice,20
952,2021-01-13 23:04:42.082296,pork,116
953,2021-01-13 23:04:42.082296,mushroom,50
954,2021-01-13 23:04:42.082296,tomato,281
955,2021-01-13 23:04:42.082296,egg,265
956,2021-01-13 23:04:42.082296,beef,271
957,2021-01-12 23:04:42.082296,chicken,9
958,2021-01-12 23:04:42.082296,bread,100
959,2021-01-12 23:04:42.082296,lettuce,201
960,2021-01-12 23:04:42.082296,potato,181
961,2021-01-12 23:04:42.082296,carotte,117
962,2021-01-12 23:04:42.082296,rice,158
963,2021-01-12 23:04:42.082296,pork,87
964,2021-01-12 23:04:42.082296,mushroom,69
965,2021-01-12 23:04:42.082296,tomato,4
966,2021-01-12 23:04:42.082296,egg,77
967,2021-01-12 23:04:42.082296,beef,109
968,2021-01-11 23:04:42.082296,chicken,200
969,2021-01-11 23:04:42.082296,bread,30
970,2021-01-11 23:04:42.082296,lettuce,83
971,2021-01-11 23:04:42.082296,potato,286
972,2021-01-11 23:04:42.082296,carotte,251
973,2021-01-11 23:04:42.082296,rice,241
974,2021-01-11 23:04:42.082296,pork,274
975,2021-01-11 23:04:42.082296,mushroom,191
976,2021-01-11 23:04:42.082296,tomato,115
977,2021-01-11 23:04:42.082296,egg,110
978,2021-01-11 23:04:42.082296,beef,90
979,2021-01-10 23:04:42.082296,chicken,219
980,2021-01-10 23:04:42.082296,bread,5
981,2021-01-10 23:04:42.082296,lettuce,189
982,2021-01-10 23:04:42.082296,potato,214
983,2021-01-10 23:04:42.082296,carotte,49
984,2021-01-10 23:04:42.082296,rice,157
985,2021-01-10 23:04:42.082296,pork,60
986,2021-01-10 23:04:42.082296,mushroom,192
987,2021-01-10 23:04:42.082296,tomato,272
988,2021-01-10 23:04:42.082296,egg,189
989,2021-01-10 23:04:42.082296,beef,2
990,2021-01-09 23:04:42.082296,chicken,217
991,2021-01-09 23:04:42.082296,bread,114
992,2021-01-09 23:04:42.082296,lettuce,57
993,2021-01-09 23:04:42.082296,potato,141
994,2021-01-09 23:04:42.082296,carotte,150
995,2021-01-09 23:04:42.082296,rice,40
996,2021-01-09 23:04:42.082296,pork,298
997,2021-01-09 23:04:42.082296,mushroom,214
998,2021-01-09 23:04:42.082296,tomato,225
999,2021-01-09 23:04:42.082296,egg,157
1000,2021-01-09 23:04:42.082296,beef,200
1001,2021-01-08 23:04:42.082296,chicken,19
1002,2021-01-08 23:04:42.082296,bread,118
1003,2021-01-08 23:04:42.082296,lettuce,16
1004,2021-01-08 23:04:42.082296,potato,36
1005,2021-01-08 23:04:42.082296,carotte,118
1006,2021-01-08 23:04:42.082296,rice,141
1007,2021-01-08 23:04:42.082296,pork,160
1008,2021-01-08 23:04:42.082296,mushroom,244
1009,2021-01-08 23:04:42.082296,tomato,19
1010,2021-01-08 23:04:42.082296,egg,28
1011,2021-01-08 23:04:42.082296,beef,120
1012,2021-01-07 23:04:42.082296,chicken,283
1013,2021-01-07 23:04:42.082296,bread,205
1014,2021-01-07 23:04:42.082296,lettuce,131
1015,2021-01-07 23:04:42.082296,potato,114
1016,2021-01-07 23:04:42.082296,carotte,234
1017,2021-01-07 23:04:42.082296,rice,193
1018,2021-01-07 23:04:42.082296,pork,199
1019,2021-01-07 23:04:42.082296,mushroom,179
1020,2021-01-07 23:04:42.082296,tomato,184
1021,2021-01-07 23:04:42.082296,egg,177
1022,2021-01-07 23:04:42.082296,beef,3
1023,2021-01-06 23:04:42.082296,chicken,35
1024,2021-01-06 23:04:42.082296,bread,255
1025,2021-01-06 23:04:42.082296,lettuce,154
1026,2021-01-06 23:04:42.082296,potato,282
1027,2021-01-06 23:04:42.082296,carotte,164
1028,2021-01-06 23:04:42.082296,rice,44
1029,2021-01-06 23:04:42.082296,pork,79
1030,2021-01-06 23:04:42.082296,mushroom,61
1031,2021-01-06 23:04:42.082296,tomato,294
1032,2021-01-06 23:04:42.082296,egg,78
1033,2021-01-06 23:04:42.082296,beef,128
1034,2021-01-05 23:04:42.082296,chicken,70
1035,2021-01-05 23:04:42.082296,bread,171
1036,2021-01-05 23:04:42.082296,lettuce,7
1037,2021-01-05 23:04:42.082296,potato,226
1038,2021-01-05 23:04:42.082296,carotte,242
1039,2021-01-05 23:04:42.082296,rice,272
1040,2021-01-05 23:04:42.082296,pork,143
1041,2021-01-05 23:04:42.082296,mushroom,261
1042,2021-01-05 23:04:42.082296,tomato,267
1043,2021-01-05 23:04:42.082296,egg,165
1044,2021-01-05 23:04:42.082296,beef,298
1045,2021-01-04 23:04:42.082296,chicken,161
1046,2021-01-04 23:04:42.082296,bread,34
1047,2021-01-04 23:04:42.082296,lettuce,58
1048,2021-01-04 23:04:42.082296,potato,114
1049,2021-01-04 23:04:42.082296,carotte,213
1050,2021-01-04 23:04:42.082296,rice,139
1051,2021-01-04 23:04:42.082296,pork,284
1052,2021-01-04 23:04:42.082296,mushroom,16
1053,2021-01-04 23:04:42.082296,tomato,200
1054,2021-01-04 23:04:42.082296,egg,298
1055,2021-01-04 23:04:42.082296,beef,127
1056,2021-01-03 23:04:42.082296,chicken,119
1057,2021-01-03 23:04:42.082296,bread,44
1058,2021-01-03 23:04:42.082296,lettuce,179
1059,2021-01-03 23:04:42.082296,potato,199
1060,2021-01-03 23:04:42.082296,carotte,122
1061,2021-01-03 23:04:42.082296,rice,80
1062,2021-01-03 23:04:42.082296,pork,235
1063,2021-01-03 23:04:42.082296,mushroom,55
1064,2021-01-03 23:04:42.082296,tomato,223
1065,2021-01-03 23:04:42.082296,egg,88
1066,2021-01-03 23:04:42.082296,beef,11
1067,2021-01-02 23:04:42.082296,chicken,220
1068,2021-01-02 23:04:42.082296,bread,1
1069,2021-01-02 23:04:42.082296,lettuce,109
1070,2021-01-02 23:04:42.082296,potato,61
1071,2021-01-02 23:04:42.082296,carotte,254
1072,2021-01-02 23:04:42.082296,rice,137
1073,2021-01-02 23:04:42.082296,pork,26
1074,2021-01-02 23:04:42.082296,mushroom,83
1075,2021-01-02 23:04:42.082296,tomato,277
1076,2021-01-02 23:04:42.082296,egg,124
1077,2021-01-02 23:04:42.082296,beef,234
1078,2021-01-01 23:04:42.082296,chicken,124
1079,2021-01-01 23:04:42.082296,bread,252
1080,2021-01-01 23:04:42.082296,lettuce,263
1081,2021-01-01 23:04:42.082296,potato,127
1082,2021-01-01 23:04:42.082296,carotte,35
1083,2021-01-01 23:04:42.082296,rice,15
1084,2021-01-01 23:04:42.082296,pork,224
1085,2021-01-01 23:04:42.082296,mushroom,258
1086,2021-01-01 23:04:42.082296,tomato,171
1087,2021-01-01 23:04:42.082296,egg,70
1088,2021-01-01 23:04:42.082296,beef,261
1089,2020-12-31 23:04:42.082296,chicken,104
1090,2020-12-31 23:04:42.082296,bread,10
1091,2020-12-31 23:04:42.082296,lettuce,277
1092,2020-12-31 23:04:42.082296,potato,277
1093,2020-12-31 23:04:42.082296,carotte,81
1094,2020-12-31 23:04:42.082296,rice,83
1095,2020-12-31 23:04:42.082296,pork,52
1096,2020-12-31 23:04:42.082296,mushroom,41
1097,2020-12-31 23:04:42.082296,tomato,232
1098,2020-12-31 23:04:42.082296,egg,167
1099,2020-12-31 23:04:42.082296,beef,297
1100,2020-12-30 23:04:42.082296,chicken,163
1101,2020-12-30 23:04:42.082296,bread,45
1102,2020-12-30 23:04:42.082296,lettuce,6
1103,2020-12-30 23:04:42.082296,potato,136
1104,2020-12-30 23:04:42.082296,carotte,101
1105,2020-12-30 23:04:42.082296,rice,211
1106,2020-12-30 23:04:42.082296,pork,266
1107,2020-12-30 23:04:42.082296,mushroom,144
1108,2020-12-30 23:04:42.082296,tomato,111
1109,2020-12-30 23:04:42.082296,egg,187
1110,2020-12-30 23:04:42.082296,beef,29
1111,2020-12-29 23:04:42.082296,chicken,18
1112,2020-12-29 23:04:42.082296,bread,76
1113,2020-12-29 23:04:42.082296,lettuce,96
1114,2020-12-29 23:04:42.082296,potato,57
1115,2020-12-29 23:04:42.082296,carotte,241
1116,2020-12-29 23:04:42.082296,rice,65
1117,2020-12-29 23:04:42.082296,pork,156
1118,2020-12-29 23:04:42.082296,mushroom,34
1119,2020-12-29 23:04:42.082296,tomato,207
1120,2020-12-29 23:04:42.082296,egg,112
1121,2020-12-29 23:04:42.082296,beef,31
1122,2020-12-28 23:04:42.082296,chicken,0
1123,2020-12-28 23:04:42.082296,bread,144
1124,2020-12-28 23:04:42.082296,lettuce,17
1125,2020-12-28 23:04:42.082296,potato,279
1126,2020-12-28 23:04:42.082296,carotte,185
1127,2020-12-28 23:04:42.082296,rice,142
1128,2020-12-28 23:04:42.082296,pork,298
1129,2020-12-28 23:04:42.082296,mushroom,284
1130,2020-12-28 23:04:42.082296,tomato,282
1131,2020-12-28 23:04:42.082296,egg,256
1132,2020-12-28 23:04:42.082296,beef,151
1133,2020-12-27 23:04:42.082296,chicken,26
1134,2020-12-27 23:04:42.082296,bread,104
1135,2020-12-27 23:04:42.082296,lettuce,41
1136,2020-12-27 23:04:42.082296,potato,196
1137,2020-12-27 23:04:42.082296,carotte,15
1138,2020-12-27 23:04:42.082296,rice,14
1139,2020-12-27 23:04:42.082296,pork,56
1140,2020-12-27 23:04:42.082296,mushroom,99
1141,2020-12-27 23:04:42.082296,tomato,35
1142,2020-12-27 23:04:42.082296,egg,271
1143,2020-12-27 23:04:42.082296,beef,23
1144,2020-12-26 23:04:42.082296,chicken,271
1145,2020-12-26 23:04:42.082296,bread,22
1146,2020-12-26 23:04:42.082296,lettuce,246
1147,2020-12-26 23:04:42.082296,potato,189
1148,2020-12-26 23:04:42.082296,carotte,265
1149,2020-12-26 23:04:42.082296,rice,232
1150,2020-12-26 23:04:42.082296,pork,261
1151,2020-12-26 23:04:42.082296,mushroom,74
1152,2020-12-26 23:04:42.082296,tomato,96
1153,2020-12-26 23:04:42.082296,egg,224
1154,2020-12-26 23:04:42.082296,beef,36
1155,2020-12-25 23:04:42.082296,chicken,119
1156,2020-12-25 23:04:42.082296,bread,167
1157,2020-12-25 23:04:42.082296,lettuce,15
1158,2020-12-25 23:04:42.082296,potato,136
1159,2020-12-25 23:04:42.082296,carotte,286
1160,2020-12-25 23:04:42.082296,rice,129
1161,2020-12-25 23:04:42.082296,pork,90
1162,2020-12-25 23:04:42.082296,mushroom,1
1163,2020-12-25 23:04:42.082296,tomato,35
1164,2020-12-25 23:04:42.082296,egg,187
1165,2020-12-25 23:04:42.082296,beef,106
1166,2020-12-24 23:04:42.082296,chicken,26
1167,2020-12-24 23:04:42.082296,bread,298
1168,2020-12-24 23:04:42.082296,lettuce,265
1169,2020-12-24 23:04:42.082296,potato,206
1170,2020-12-24 23:04:42.082296,carotte,181
1171,2020-12-24 23:04:42.082296,rice,89
1172,2020-12-24 23:04:42.082296,pork,68
1173,2020-12-24 23:04:42.082296,mushroom,68
